userName,score,at,content,content_casefold,cleaned,tokens,filtered,stemmed,preprocessed
Muna munjia,1,2025-10-04 05:55:28,game toll anj bug damage mulu gak respect game haram bikin nguras duit ke ban lagi tll,game toll anj bug damage mulu gak respect game haram bikin nguras duit ke ban lagi tll,game toll anj bug damage mulu gak respect game haram bikin nguras duit ke ban lagi tll,"['game', 'toll', 'anj', 'bug', 'damage', 'mulu', 'gak', 'respect', 'game', 'haram', 'bikin', 'nguras', 'duit', 'ke', 'ban', 'lagi', 'tll']","['game', 'toll', 'anj', 'bug', 'damage', 'mulu', 'gak', 'respect', 'game', 'haram', 'bikin', 'nguras', 'duit', 'ban', 'tll']","['game', 'toll', 'anj', 'bug', 'damage', 'mulu', 'gak', 'respect', 'game', 'haram', 'bikin', 'nguras', 'duit', 'ban', 'tll']",game toll anj bug damage mulu gak respect game haram bikin nguras duit ban tll
Zalfa alzakhia,5,2025-10-04 05:54:32,bismillah hoki,bismillah hoki,bismillah hoki,"['bismillah', 'hoki']","['bismillah', 'hoki']","['bismillah', 'hoki']",bismillah hoki
Rafif Ahnaf,5,2025-10-04 05:53:17,bagus game nya,bagus game nya,bagus game nya,"['bagus', 'game', 'nya']","['bagus', 'game', 'nya']","['bagus', 'game', 'nya']",bagus game nya
Reza Reza,3,2025-10-04 05:51:34,setiap main dapat dark sistem dari master bisa langsung turun ke diamond,setiap main dapat dark sistem dari master bisa langsung turun ke diamond,setiap main dapat dark sistem dari master bisa langsung turun ke diamond,"['setiap', 'main', 'dapat', 'dark', 'sistem', 'dari', 'master', 'bisa', 'langsung', 'turun', 'ke', 'diamond']","['main', 'dark', 'sistem', 'master', 'langsung', 'turun', 'diamond']","['main', 'dark', 'sistem', 'master', 'langsung', 'turun', 'diamond']",main dark sistem master langsung turun diamond
Fauzi Ahmad,2,2025-10-04 05:51:03,game burik¯ツ,game burik¯ツ,game burik,"['game', 'burik']","['game', 'burik']","['game', 'burik']",game burik
Nanahermansyah Herman,3,2025-10-04 05:48:57,balikin akun ff ku min yang keban aku murni kok mungkin salah paham aja mohon min udah 5 hari atau 6 hari deh lupa mohon balikin min akun satu satu nya itu ya gua akui ini game bagus dri sekian game fps lain nya,balikin akun ff ku min yang keban aku murni kok mungkin salah paham aja mohon min udah 5 hari atau 6 hari deh lupa mohon balikin min akun satu satu nya itu ya gua akui ini game bagus dri sekian game fps lain nya,balikin akun ff ku min yang keban aku murni kok mungkin salah paham aja mohon min udah hari atau hari deh lupa mohon balikin min akun satu satu nya itu ya gua akui ini game bagus dri sekian game fps lain nya,"['balikin', 'akun', 'ff', 'ku', 'min', 'yang', 'keban', 'aku', 'murni', 'kok', 'mungkin', 'salah', 'paham', 'aja', 'mohon', 'min', 'udah', 'hari', 'atau', 'hari', 'deh', 'lupa', 'mohon', 'balikin', 'min', 'akun', 'satu', 'satu', 'nya', 'itu', 'ya', 'gua', 'akui', 'ini', 'game', 'bagus', 'dri', 'sekian', 'game', 'fps', 'lain', 'nya']","['balikin', 'akun', 'ff', 'ku', 'min', 'keban', 'aku', 'murni', 'kok', 'mungkin', 'salah', 'paham', 'aja', 'mohon', 'min', 'udah', 'hari', 'hari', 'deh', 'lupa', 'mohon', 'balikin', 'min', 'akun', 'satu', 'satu', 'nya', 'gua', 'akui', 'game', 'bagus', 'dri', 'sekian', 'game', 'fps', 'nya']","['balikin', 'akun', 'ff', 'ku', 'min', 'ban', 'aku', 'murni', 'kok', 'mungkin', 'salah', 'paham', 'aja', 'mohon', 'min', 'udah', 'hari', 'hari', 'deh', 'lupa', 'mohon', 'balikin', 'min', 'akun', 'satu', 'satu', 'nya', 'gua', 'aku', 'game', 'bagus', 'dri', 'sekian', 'game', 'fps', 'nya']",balikin akun ff ku min ban aku murni kok mungkin salah paham aja mohon min udah hari hari deh lupa mohon balikin min akun satu satu nya gua aku game bagus dri sekian game fps nya
Dap,1,2025-10-04 05:47:29,"game hama anying, game kikir busetdah jngn main game ini ya soalnya dah blacklist panutan kita","game hama anying, game kikir busetdah jngn main game ini ya soalnya dah blacklist panutan kita",game hama anying game kikir busetdah jngn main game ini ya soalnya dah blacklist panutan kita,"['game', 'hama', 'anying', 'game', 'kikir', 'busetdah', 'jngn', 'main', 'game', 'ini', 'ya', 'soalnya', 'dah', 'blacklist', 'panutan', 'kita']","['game', 'hama', 'anying', 'game', 'kikir', 'busetdah', 'jngn', 'main', 'game', 'soalnya', 'dah', 'blacklist', 'panutan']","['game', 'hama', 'anying', 'game', 'kikir', 'busetdah', 'jngn', 'main', 'game', 'soal', 'dah', 'blacklist', 'panutan']",game hama anying game kikir busetdah jngn main game soal dah blacklist panutan
Nesa aisara Najma humaira,5,2025-10-04 05:46:48,Bagus gamenya,bagus gamenya,bagus gamenya,"['bagus', 'gamenya']","['bagus', 'gamenya']","['bagus', 'gamenya']",bagus gamenya
M Syahputra,3,2025-10-04 05:45:32,Garena kek mana ini gara gara aku main game mu akhirnya hp ku bisa diriset kek mana ini mohon perbaiki lah,garena kek mana ini gara gara aku main game mu akhirnya hp ku bisa diriset kek mana ini mohon perbaiki lah,garena kek mana ini gara gara aku main game mu akhirnya hp ku bisa diriset kek mana ini mohon perbaiki lah,"['garena', 'kek', 'mana', 'ini', 'gara', 'gara', 'aku', 'main', 'game', 'mu', 'akhirnya', 'hp', 'ku', 'bisa', 'diriset', 'kek', 'mana', 'ini', 'mohon', 'perbaiki', 'lah']","['garena', 'kek', 'mana', 'gara', 'gara', 'aku', 'main', 'game', 'mu', 'akhirnya', 'hp', 'ku', 'diriset', 'kek', 'mana', 'mohon', 'perbaiki', 'lah']","['garena', 'kek', 'mana', 'gara', 'gara', 'aku', 'main', 'game', 'mu', 'akhir', 'hp', 'ku', 'riset', 'kek', 'mana', 'mohon', 'baik', 'lah']",garena kek mana gara gara aku main game mu akhir hp ku riset kek mana mohon baik lah
Muhamad Farhat saputra,1,2025-10-04 05:40:26,"game burik, gabisa login anj","game burik, gabisa login anj",game burik gabisa login anj,"['game', 'burik', 'gabisa', 'login', 'anj']","['game', 'burik', 'gabisa', 'login', 'anj']","['game', 'burik', 'gabisa', 'login', 'anj']",game burik gabisa login anj
Nabila Dwi,5,2025-10-04 05:39:36,👍,👍,,[],[],[],
Triyance Mosa,5,2025-10-04 05:37:30,seru sekali,seru sekali,seru sekali,"['seru', 'sekali']","['seru', 'sekali']","['seru', 'sekali']",seru sekali
Sukijan Sarwi,5,2025-10-04 05:37:11,ff memang terbaik,ff memang terbaik,ff memang terbaik,"['ff', 'memang', 'terbaik']","['ff', 'memang', 'terbaik']","['ff', 'memang', 'baik']",ff memang baik
Desy Dhyanda,5,2025-10-04 05:34:59,bagus banget,bagus banget,bagus banget,"['bagus', 'banget']","['bagus', 'banget']","['bagus', 'banget']",bagus banget
Mohammad Alive,1,2025-10-04 05:28:12,game burik,game burik,game burik,"['game', 'burik']","['game', 'burik']","['game', 'burik']",game burik
Nur hijrah Hijrah,1,2025-10-04 05:28:08,jelek ga seru,jelek ga seru,jelek ga seru,"['jelek', 'ga', 'seru']","['jelek', 'ga', 'seru']","['jelek', 'ga', 'seru']",jelek ga seru
Muhamad Davi,5,2025-10-04 05:20:45,bagus dan seru,bagus dan seru,bagus dan seru,"['bagus', 'dan', 'seru']","['bagus', 'seru']","['bagus', 'seru']",bagus seru
Ander Riski purnama,5,2025-10-04 05:16:00,bagus sekali,bagus sekali,bagus sekali,"['bagus', 'sekali']","['bagus', 'sekali']","['bagus', 'sekali']",bagus sekali
Sesil Sesilia dwi pratiwi,5,2025-10-04 05:16:00,OMG,omg,omg,['omg'],['omg'],['omg'],omg
Andika Owet,5,2025-10-04 05:15:24,cukup bagus game ini tapi banyak bug,cukup bagus game ini tapi banyak bug,cukup bagus game ini tapi banyak bug,"['cukup', 'bagus', 'game', 'ini', 'tapi', 'banyak', 'bug']","['cukup', 'bagus', 'game', 'banyak', 'bug']","['cukup', 'bagus', 'game', 'banyak', 'bug']",cukup bagus game banyak bug
Bongkeng Hengky,5,2025-10-04 05:09:51,sangat bagus,sangat bagus,sangat bagus,"['sangat', 'bagus']","['sangat', 'bagus']","['sangat', 'bagus']",sangat bagus
Safira,5,2025-10-04 05:08:55,sangat bagus,sangat bagus,sangat bagus,"['sangat', 'bagus']","['sangat', 'bagus']","['sangat', 'bagus']",sangat bagus
ヤンデクPatur,1,2025-10-04 05:00:54,Kenapa saat aku download tidak terinstal padahal ruang penyimpanan gak penuh?,kenapa saat aku download tidak terinstal padahal ruang penyimpanan gak penuh?,kenapa saat aku download tidak terinstal padahal ruang penyimpanan gak penuh,"['kenapa', 'saat', 'aku', 'download', 'tidak', 'terinstal', 'padahal', 'ruang', 'penyimpanan', 'gak', 'penuh']","['aku', 'download', 'terinstal', 'padahal', 'ruang', 'penyimpanan', 'gak', 'penuh']","['aku', 'download', 'terinstal', 'padahal', 'ruang', 'simpan', 'gak', 'penuh']",aku download terinstal padahal ruang simpan gak penuh
Yunita Yanikopong,5,2025-10-04 05:00:28,bagus👍 tapi sayang akun aku di ambil orang terus😌,bagus👍 tapi sayang akun aku di ambil orang terus😌,bagus tapi sayang akun aku di ambil orang terus,"['bagus', 'tapi', 'sayang', 'akun', 'aku', 'di', 'ambil', 'orang', 'terus']","['bagus', 'sayang', 'akun', 'aku', 'ambil', 'orang', 'terus']","['bagus', 'sayang', 'akun', 'aku', 'ambil', 'orang', 'terus']",bagus sayang akun aku ambil orang terus
Cgyy,5,2025-10-04 04:58:26,😩🧠💫,😩🧠💫,,[],[],[],
Daffa Dwi putra,1,2025-10-04 04:57:39,mata sakit,mata sakit,mata sakit,"['mata', 'sakit']","['mata', 'sakit']","['mata', 'sakit']",mata sakit
Raihan Baihaqi Dima,1,2025-10-04 04:52:50,banyak chit terr nya,banyak chit terr nya,banyak chit terr nya,"['banyak', 'chit', 'terr', 'nya']","['banyak', 'chit', 'terr', 'nya']","['banyak', 'chit', 'terr', 'nya']",banyak chit terr nya
Abdul Hamid,5,2025-10-04 04:49:13,untung untung dapat dm,untung untung dapat dm,untung untung dapat dm,"['untung', 'untung', 'dapat', 'dm']","['untung', 'untung', 'dm']","['untung', 'untung', 'dm']",untung untung dm
Tobari Boy,5,2025-10-04 04:40:28,bagus banget,bagus banget,bagus banget,"['bagus', 'banget']","['bagus', 'banget']","['bagus', 'banget']",bagus banget
Rizky Dwi Ramadhan,4,2025-10-04 04:40:14,game nya bagus tapi kenapa item old keluar lagi padahal itu item lama cape cape dapetin malah jadi pasaran,game nya bagus tapi kenapa item old keluar lagi padahal itu item lama cape cape dapetin malah jadi pasaran,game nya bagus tapi kenapa item old keluar lagi padahal itu item lama cape cape dapetin malah jadi pasaran,"['game', 'nya', 'bagus', 'tapi', 'kenapa', 'item', 'old', 'keluar', 'lagi', 'padahal', 'itu', 'item', 'lama', 'cape', 'cape', 'dapetin', 'malah', 'jadi', 'pasaran']","['game', 'nya', 'bagus', 'item', 'old', 'keluar', 'padahal', 'item', 'lama', 'cape', 'cape', 'dapetin', 'malah', 'jadi', 'pasaran']","['game', 'nya', 'bagus', 'item', 'old', 'keluar', 'padahal', 'item', 'lama', 'cape', 'cape', 'dapetin', 'malah', 'jadi', 'pasar']",game nya bagus item old keluar padahal item lama cape cape dapetin malah jadi pasar
Repando Simanjuntak,1,2025-10-04 04:38:25,selama ini 7 Thn main ep ep baru seson ini saya merasa kaya anjig oleh pihak Garena udah diamond habis pangkat ep ep GK naik naik gara gara Chet,selama ini 7 thn main ep ep baru seson ini saya merasa kaya anjig oleh pihak garena udah diamond habis pangkat ep ep gk naik naik gara gara chet,selama ini thn main ep ep baru seson ini saya merasa kaya anjig oleh pihak garena udah diamond habis pangkat ep ep gk naik naik gara gara chet,"['selama', 'ini', 'thn', 'main', 'ep', 'ep', 'baru', 'seson', 'ini', 'saya', 'merasa', 'kaya', 'anjig', 'oleh', 'pihak', 'garena', 'udah', 'diamond', 'habis', 'pangkat', 'ep', 'ep', 'gk', 'naik', 'naik', 'gara', 'gara', 'chet']","['selama', 'thn', 'main', 'ep', 'ep', 'baru', 'seson', 'merasa', 'kaya', 'anjig', 'pihak', 'garena', 'udah', 'diamond', 'habis', 'pangkat', 'ep', 'ep', 'gk', 'naik', 'naik', 'gara', 'gara', 'chet']","['lama', 'thn', 'main', 'ep', 'ep', 'baru', 'seson', 'rasa', 'kaya', 'anjig', 'pihak', 'garena', 'udah', 'diamond', 'habis', 'pangkat', 'ep', 'ep', 'gk', 'naik', 'naik', 'gara', 'gara', 'chet']",lama thn main ep ep baru seson rasa kaya anjig pihak garena udah diamond habis pangkat ep ep gk naik naik gara gara chet
Agusmax Kimak,5,2025-10-04 04:37:21,kurang bagi bagi dm nya,kurang bagi bagi dm nya,kurang bagi bagi dm nya,"['kurang', 'bagi', 'bagi', 'dm', 'nya']","['kurang', 'dm', 'nya']","['kurang', 'dm', 'nya']",kurang dm nya
M.khairi Akbar,5,2025-10-04 04:34:39,Naruto,naruto,naruto,['naruto'],['naruto'],['naruto'],naruto
Nardian pratama,1,2025-10-04 04:32:35,kalah kalah terus bosen,kalah kalah terus bosen,kalah kalah terus bosen,"['kalah', 'kalah', 'terus', 'bosen']","['kalah', 'kalah', 'terus', 'bosen']","['kalah', 'kalah', 'terus', 'bosen']",kalah kalah terus bosen
Raffa Arya,1,2025-10-04 04:31:52,GAME BURIK 🤬 sinyal selalu ngelag kasih bintang 1 aja ini game,game burik 🤬 sinyal selalu ngelag kasih bintang 1 aja ini game,game burik sinyal selalu ngelag kasih bintang aja ini game,"['game', 'burik', 'sinyal', 'selalu', 'ngelag', 'kasih', 'bintang', 'aja', 'ini', 'game']","['game', 'burik', 'sinyal', 'selalu', 'ngelag', 'kasih', 'bintang', 'aja', 'game']","['game', 'burik', 'sinyal', 'selalu', 'ngelag', 'kasih', 'bintang', 'aja', 'game']",game burik sinyal selalu ngelag kasih bintang aja game
Rama Auditya,2,2025-10-04 04:31:10,"ini Garena gak betul ini, masak aku pas main rank aku kill satu terus pas aku kalah malah turun rank nya ,dari dulu aku merasa ingin demo sama Aldi tv,peak old juga gak dikeluarin,","ini garena gak betul ini, masak aku pas main rank aku kill satu terus pas aku kalah malah turun rank nya ,dari dulu aku merasa ingin demo sama aldi tv,peak old juga gak dikeluarin,",ini garena gak betul ini masak aku pas main rank aku kill satu terus pas aku kalah malah turun rank nya dari dulu aku merasa ingin demo sama aldi tvpeak old juga gak dikeluarin,"['ini', 'garena', 'gak', 'betul', 'ini', 'masak', 'aku', 'pas', 'main', 'rank', 'aku', 'kill', 'satu', 'terus', 'pas', 'aku', 'kalah', 'malah', 'turun', 'rank', 'nya', 'dari', 'dulu', 'aku', 'merasa', 'ingin', 'demo', 'sama', 'aldi', 'tvpeak', 'old', 'juga', 'gak', 'dikeluarin']","['garena', 'gak', 'betul', 'masak', 'aku', 'pas', 'main', 'rank', 'aku', 'kill', 'satu', 'terus', 'pas', 'aku', 'kalah', 'malah', 'turun', 'rank', 'nya', 'dulu', 'aku', 'merasa', 'demo', 'sama', 'aldi', 'tvpeak', 'old', 'gak', 'dikeluarin']","['garena', 'gak', 'betul', 'masak', 'aku', 'pas', 'main', 'rank', 'aku', 'kill', 'satu', 'terus', 'pas', 'aku', 'kalah', 'malah', 'turun', 'rank', 'nya', 'dulu', 'aku', 'rasa', 'demo', 'sama', 'aldi', 'tvpeak', 'old', 'gak', 'dikeluarin']",garena gak betul masak aku pas main rank aku kill satu terus pas aku kalah malah turun rank nya dulu aku rasa demo sama aldi tvpeak old gak dikeluarin
Nur Azra,5,2025-10-04 04:30:31,sangat cocok untuk saya,sangat cocok untuk saya,sangat cocok untuk saya,"['sangat', 'cocok', 'untuk', 'saya']","['sangat', 'cocok']","['sangat', 'cocok']",sangat cocok
Sheva Pratamaputri,5,2025-10-04 04:22:39,sangat bagus,sangat bagus,sangat bagus,"['sangat', 'bagus']","['sangat', 'bagus']","['sangat', 'bagus']",sangat bagus
RADIT KONI,5,2025-10-04 04:17:19,Bagus tapi budi,bagus tapi budi,bagus tapi budi,"['bagus', 'tapi', 'budi']","['bagus', 'budi']","['bagus', 'budi']",bagus budi
Abdul Samad,5,2025-10-04 04:15:50,burik,burik,burik,['burik'],['burik'],['burik'],burik
Selvia Daramean,3,2025-10-04 04:13:55,koneksi bagus tapi ngeleh mulu,koneksi bagus tapi ngeleh mulu,koneksi bagus tapi ngeleh mulu,"['koneksi', 'bagus', 'tapi', 'ngeleh', 'mulu']","['koneksi', 'bagus', 'ngeleh', 'mulu']","['koneksi', 'bagus', 'ngeleh', 'mulu']",koneksi bagus ngeleh mulu
Cinta Putri,2,2025-10-04 04:12:43,kalo di aku suka ngeleggg,kalo di aku suka ngeleggg,kalo di aku suka ngeleggg,"['kalo', 'di', 'aku', 'suka', 'ngeleggg']","['kalo', 'aku', 'suka', 'ngeleggg']","['kalo', 'aku', 'suka', 'ngeleggg']",kalo aku suka ngeleggg
HADRI Hadri,5,2025-10-04 04:12:18,EPEP DIhati,epep dihati,epep dihati,"['epep', 'dihati']","['epep', 'dihati']","['epep', 'hati']",epep hati
Wawan Kurniawan,5,2025-10-04 04:07:36,game nya bagus,game nya bagus,game nya bagus,"['game', 'nya', 'bagus']","['game', 'nya', 'bagus']","['game', 'nya', 'bagus']",game nya bagus
Mamah Riska,5,2025-10-04 04:04:23,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],mantap
Rohatus Suhadah,5,2025-10-04 04:04:05,kerja bgus Kelly,kerja bgus kelly,kerja bgus kelly,"['kerja', 'bgus', 'kelly']","['kerja', 'bgus', 'kelly']","['kerja', 'bgus', 'kelly']",kerja bgus kelly
Heroes?,1,2025-10-04 04:03:30,Adminnya Sangat Buruk Saya Tidak Merekomendasikan Game ini Karena Banyak Player Pemain Free Fire Di Banned Dengan Alasan Tidak Jelas Hanya Karena Seorang player itu menerima Endorse Dari Game Lain Garena Hanya Ingin Game Nya Adalah Satu Satu nya Game terbaik Padahal Banyak konten Kreator Game Yang Ingin Bermain Game Untuk Di Posting Agar mendapatkan Penghasilan Tambahan tapi Saya Tidak Respect Kepada Admin Garena Free Fire Indonesia Karena Membanned Player Nya Dengan Tidak Jelas Mungkin Cemburu.,adminnya sangat buruk saya tidak merekomendasikan game ini karena banyak player pemain free fire di banned dengan alasan tidak jelas hanya karena seorang player itu menerima endorse dari game lain garena hanya ingin game nya adalah satu satu nya game terbaik padahal banyak konten kreator game yang ingin bermain game untuk di posting agar mendapatkan penghasilan tambahan tapi saya tidak respect kepada admin garena free fire indonesia karena membanned player nya dengan tidak jelas mungkin cemburu.,adminnya sangat buruk saya tidak merekomendasikan game ini karena banyak player pemain free fire di banned dengan alasan tidak jelas hanya karena seorang player itu menerima endorse dari game lain garena hanya ingin game nya adalah satu satu nya game terbaik padahal banyak konten kreator game yang ingin bermain game untuk di posting agar mendapatkan penghasilan tambahan tapi saya tidak respect kepada admin garena free fire indonesia karena membanned player nya dengan tidak jelas mungkin cemburu,"['adminnya', 'sangat', 'buruk', 'saya', 'tidak', 'merekomendasikan', 'game', 'ini', 'karena', 'banyak', 'player', 'pemain', 'free', 'fire', 'di', 'banned', 'dengan', 'alasan', 'tidak', 'jelas', 'hanya', 'karena', 'seorang', 'player', 'itu', 'menerima', 'endorse', 'dari', 'game', 'lain', 'garena', 'hanya', 'ingin', 'game', 'nya', 'adalah', 'satu', 'satu', 'nya', 'game', 'terbaik', 'padahal', 'banyak', 'konten', 'kreator', 'game', 'yang', 'ingin', 'bermain', 'game', 'untuk', 'di', 'posting', 'agar', 'mendapatkan', 'penghasilan', 'tambahan', 'tapi', 'saya', 'tidak', 'respect', 'kepada', 'admin', 'garena', 'free', 'fire', 'indonesia', 'karena', 'membanned', 'player', 'nya', 'dengan', 'tidak', 'jelas', 'mungkin', 'cemburu']","['adminnya', 'sangat', 'buruk', 'merekomendasikan', 'game', 'banyak', 'player', 'pemain', 'free', 'fire', 'banned', 'alasan', 'jelas', 'seorang', 'player', 'menerima', 'endorse', 'game', 'garena', 'game', 'nya', 'satu', 'satu', 'nya', 'game', 'terbaik', 'padahal', 'banyak', 'konten', 'kreator', 'game', 'bermain', 'game', 'posting', 'mendapatkan', 'penghasilan', 'tambahan', 'respect', 'admin', 'garena', 'free', 'fire', 'indonesia', 'membanned', 'player', 'nya', 'jelas', 'mungkin', 'cemburu']","['adminnya', 'sangat', 'buruk', 'rekomendasi', 'game', 'banyak', 'player', 'main', 'free', 'fire', 'banned', 'alas', 'jelas', 'orang', 'player', 'terima', 'endorse', 'game', 'garena', 'game', 'nya', 'satu', 'satu', 'nya', 'game', 'baik', 'padahal', 'banyak', 'konten', 'kreator', 'game', 'main', 'game', 'posting', 'dapat', 'hasil', 'tambah', 'respect', 'admin', 'garena', 'free', 'fire', 'indonesia', 'membanned', 'player', 'nya', 'jelas', 'mungkin', 'cemburu']",adminnya sangat buruk rekomendasi game banyak player main free fire banned alas jelas orang player terima endorse game garena game nya satu satu nya game baik padahal banyak konten kreator game main game posting dapat hasil tambah respect admin garena free fire indonesia membanned player nya jelas mungkin cemburu
Farel Aqil,1,2025-10-04 04:00:00,pliss garena jangan buat ff jadi jelek,pliss garena jangan buat ff jadi jelek,pliss garena jangan buat ff jadi jelek,"['pliss', 'garena', 'jangan', 'buat', 'ff', 'jadi', 'jelek']","['pliss', 'garena', 'jangan', 'buat', 'ff', 'jadi', 'jelek']","['pliss', 'garena', 'jangan', 'buat', 'ff', 'jadi', 'jelek']",pliss garena jangan buat ff jadi jelek
Calvin Pratama,5,2025-10-04 03:57:11,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],bagus
Faqeeh Zaghluwl,5,2025-10-04 03:52:50,game seru tapi rada aneh karna ada banyak cit atau panel yang tidak di banned,game seru tapi rada aneh karna ada banyak cit atau panel yang tidak di banned,game seru tapi rada aneh karna ada banyak cit atau panel yang tidak di banned,"['game', 'seru', 'tapi', 'rada', 'aneh', 'karna', 'ada', 'banyak', 'cit', 'atau', 'panel', 'yang', 'tidak', 'di', 'banned']","['game', 'seru', 'rada', 'aneh', 'karna', 'banyak', 'cit', 'panel', 'banned']","['game', 'seru', 'rada', 'aneh', 'karna', 'banyak', 'cit', 'panel', 'banned']",game seru rada aneh karna banyak cit panel banned
