userName,score,at,content,content_casefold,cleaned,tokens,filtered,stemmed,preprocessed,Normalisasi,No_Duplikat,Bersih,Bersih_Token,Unigram,Bigram,Trigram,Bigram_Filtered,Bersih_NoStop
Jumilar Febriansyah,5,2025-10-04 10:09:32,"anjg bangef yg heck akun gw secara,tiba² uda dua kali cb ngalamjn hal yg sma😊, mungkin emng jya aku uda engga di takdirakn hidup di dunia nyata ""wassalamualaikum wr.🙏😊","anjg bangef yg heck akun gw secara,tiba² uda dua kali cb ngalamjn hal yg sma😊, mungkin emng jya aku uda engga di takdirakn hidup di dunia nyata ""wassalamualaikum wr.🙏😊",anjg bangef yg heck akun gw secaratiba uda dua kali cb ngalamjn hal yg sma mungkin emng jya aku uda engga di takdirakn hidup di dunia nyata wassalamualaikum wr,"['anjg', 'bangef', 'yg', 'heck', 'akun', 'gw', 'secaratiba', 'uda', 'dua', 'kali', 'cb', 'ngalamjn', 'hal', 'yg', 'sma', 'mungkin', 'emng', 'jya', 'aku', 'uda', 'engga', 'di', 'takdirakn', 'hidup', 'di', 'dunia', 'nyata', 'wassalamualaikum', 'wr']","['anjg', 'bangef', 'yg', 'heck', 'akun', 'gw', 'secaratiba', 'uda', 'kali', 'cb', 'ngalamjn', 'yg', 'sma', 'mungkin', 'emng', 'jya', 'aku', 'uda', 'engga', 'takdirakn', 'hidup', 'dunia', 'nyata', 'wassalamualaikum', 'wr']","['anjg', 'bangef', 'yg', 'heck', 'akun', 'gw', 'secaratiba', 'uda', 'kali', 'cb', 'ngalamjn', 'yg', 'sma', 'mungkin', 'emng', 'jya', 'aku', 'uda', 'engga', 'takdirakn', 'hidup', 'dunia', 'nyata', 'wassalamualaikum', 'wr']",anjg bangef yg heck akun gw secaratiba uda kali cb ngalamjn yg sma mungkin emng jya aku uda engga takdirakn hidup dunia nyata wassalamualaikum wr,anjing bangef yang heck akun saya secaratiba uda kali cb ngalamjn yang sma mungkin emng jya saya uda engga takdirakn hidup dunia nyata wassalamualaikum wr,anjing bangef yang heck akun saya secaratiba uda kali cb ngalamjn sma mungkin emng jya engga takdirakn hidup dunia nyata wassalamualaikum wr,anjing bangef yang heck akun saya secaratiba uda kali ngalamjn sma mungkin emng jya engga takdirakn hidup dunia nyata wassalamualaikum,"['anjing', 'bangef', 'yang', 'heck', 'akun', 'saya', 'secaratiba', 'uda', 'kali', 'ngalamjn', 'sma', 'mungkin', 'emng', 'jya', 'engga', 'takdirakn', 'hidup', 'dunia', 'nyata', 'wassalamualaikum']","[('anjing',), ('bangef',), ('yang',), ('heck',), ('akun',), ('saya',), ('secaratiba',), ('uda',), ('kali',), ('ngalamjn',), ('sma',), ('mungkin',), ('emng',), ('jya',), ('engga',), ('takdirakn',), ('hidup',), ('dunia',), ('nyata',), ('wassalamualaikum',)]","[('anjing', 'bangef'), ('bangef', 'yang'), ('yang', 'heck'), ('heck', 'akun'), ('akun', 'saya'), ('saya', 'secaratiba'), ('secaratiba', 'uda'), ('uda', 'kali'), ('kali', 'ngalamjn'), ('ngalamjn', 'sma'), ('sma', 'mungkin'), ('mungkin', 'emng'), ('emng', 'jya'), ('jya', 'engga'), ('engga', 'takdirakn'), ('takdirakn', 'hidup'), ('hidup', 'dunia'), ('dunia', 'nyata'), ('nyata', 'wassalamualaikum')]","[('anjing', 'bangef', 'yang'), ('bangef', 'yang', 'heck'), ('yang', 'heck', 'akun'), ('heck', 'akun', 'saya'), ('akun', 'saya', 'secaratiba'), ('saya', 'secaratiba', 'uda'), ('secaratiba', 'uda', 'kali'), ('uda', 'kali', 'ngalamjn'), ('kali', 'ngalamjn', 'sma'), ('ngalamjn', 'sma', 'mungkin'), ('sma', 'mungkin', 'emng'), ('mungkin', 'emng', 'jya'), ('emng', 'jya', 'engga'), ('jya', 'engga', 'takdirakn'), ('engga', 'takdirakn', 'hidup'), ('takdirakn', 'hidup', 'dunia'), ('hidup', 'dunia', 'nyata'), ('dunia', 'nyata', 'wassalamualaikum')]","[('anjing', 'bangef'), ('heck', 'akun'), ('akun', 'saya'), ('saya', 'secaratiba'), ('secaratiba', 'uda'), ('uda', 'kali'), ('kali', 'ngalamjn'), ('ngalamjn', 'sma'), ('sma', 'mungkin'), ('mungkin', 'emng'), ('emng', 'jya'), ('jya', 'engga'), ('engga', 'takdirakn'), ('takdirakn', 'hidup'), ('hidup', 'dunia'), ('dunia', 'nyata'), ('nyata', 'wassalamualaikum')]",anjing bangef heck akun saya secaratiba uda kali ngalamjn sma mungkin emng jya engga takdirakn hidup dunia nyata wassalamualaikum
Elmi 24,5,2025-10-04 10:05:05,"game yang sangat aku suka, aku main game ini dari tahun 2019","game yang sangat aku suka, aku main game ini dari tahun 2019",game yang sangat aku suka aku main game ini dari tahun,"['game', 'yang', 'sangat', 'aku', 'suka', 'aku', 'main', 'game', 'ini', 'dari', 'tahun']","['game', 'sangat', 'aku', 'suka', 'aku', 'main', 'game', 'tahun']","['game', 'sangat', 'aku', 'suka', 'aku', 'main', 'game', 'tahun']",game sangat aku suka aku main game tahun,permainan sangat saya suka saya main permainan tahun,permainan sangat saya suka main tahun,permainan sangat saya suka main tahun,"['permainan', 'sangat', 'saya', 'suka', 'main', 'tahun']","[('permainan',), ('sangat',), ('saya',), ('suka',), ('main',), ('tahun',)]","[('permainan', 'sangat'), ('sangat', 'saya'), ('saya', 'suka'), ('suka', 'main'), ('main', 'tahun')]","[('permainan', 'sangat', 'saya'), ('sangat', 'saya', 'suka'), ('saya', 'suka', 'main'), ('suka', 'main', 'tahun')]","[('permainan', 'sangat'), ('sangat', 'saya'), ('saya', 'suka'), ('suka', 'main'), ('main', 'tahun')]",permainan sangat saya suka main tahun
Tarmin Kelapa,1,2025-10-04 10:00:32,tolong Garena kenapa layarnya black screen?,tolong garena kenapa layarnya black screen?,tolong garena kenapa layarnya black screen,"['tolong', 'garena', 'kenapa', 'layarnya', 'black', 'screen']","['garena', 'layarnya', 'black', 'screen']","['garena', 'layar', 'black', 'screen']",garena layar black screen,garena layar black screen,garena layar black screen,garena layar black screen,"['garena', 'layar', 'black', 'screen']","[('garena',), ('layar',), ('black',), ('screen',)]","[('garena', 'layar'), ('layar', 'black'), ('black', 'screen')]","[('garena', 'layar', 'black'), ('layar', 'black', 'screen')]","[('garena', 'layar'), ('layar', 'black'), ('black', 'screen')]",garena layar black screen
Ahmad Asep,5,2025-10-04 10:00:16,terima kasih Garena,terima kasih garena,terima kasih garena,"['terima', 'kasih', 'garena']","['terima', 'kasih', 'garena']","['terima', 'kasih', 'garena']",terima kasih garena,terima kasih garena,terima kasih garena,terima kasih garena,"['terima', 'kasih', 'garena']","[('terima',), ('kasih',), ('garena',)]","[('terima', 'kasih'), ('kasih', 'garena')]","[('terima', 'kasih', 'garena')]","[('terima', 'kasih'), ('kasih', 'garena')]",terima kasih garena
Raka Maulana El hakim,2,2025-10-04 09:51:37,"semenjak updet keahlian bermain ff saya menurun terus,mungkin ini bukan masanya","semenjak updet keahlian bermain ff saya menurun terus,mungkin ini bukan masanya",semenjak updet keahlian bermain ff saya menurun terusmungkin ini bukan masanya,"['semenjak', 'updet', 'keahlian', 'bermain', 'ff', 'saya', 'menurun', 'terusmungkin', 'ini', 'bukan', 'masanya']","['semenjak', 'updet', 'keahlian', 'bermain', 'ff', 'menurun', 'terusmungkin', 'bukan', 'masanya']","['semenjak', 'updet', 'ahli', 'main', 'ff', 'turun', 'terusmungkin', 'bukan', 'masa']",semenjak updet ahli main ff turun terusmungkin bukan masa,semenjak updet ahli main freefire turun terusmungkin bukan masa,semenjak updet ahli main freefire turun terusmungkin bukan masa,semenjak updet ahli main freefire turun terusmungkin bukan masa,"['semenjak', 'updet', 'ahli', 'main', 'freefire', 'turun', 'terusmungkin', 'bukan', 'masa']","[('semenjak',), ('updet',), ('ahli',), ('main',), ('freefire',), ('turun',), ('terusmungkin',), ('bukan',), ('masa',)]","[('semenjak', 'updet'), ('updet', 'ahli'), ('ahli', 'main'), ('main', 'freefire'), ('freefire', 'turun'), ('turun', 'terusmungkin'), ('terusmungkin', 'bukan'), ('bukan', 'masa')]","[('semenjak', 'updet', 'ahli'), ('updet', 'ahli', 'main'), ('ahli', 'main', 'freefire'), ('main', 'freefire', 'turun'), ('freefire', 'turun', 'terusmungkin'), ('turun', 'terusmungkin', 'bukan'), ('terusmungkin', 'bukan', 'masa')]","[('semenjak', 'updet'), ('updet', 'ahli'), ('ahli', 'main'), ('main', 'freefire'), ('freefire', 'turun'), ('turun', 'terusmungkin'), ('terusmungkin', 'bukan'), ('bukan', 'masa')]",semenjak updet ahli main freefire turun terusmungkin bukan masa
J Jl,5,2025-10-04 09:46:50,kasi keluar sekin SG 2,kasi keluar sekin sg 2,kasi keluar sekin sg,"['kasi', 'keluar', 'sekin', 'sg']","['kasi', 'keluar', 'sekin', 'sg']","['kasi', 'keluar', 'sekin', 'sg']",kasi keluar sekin sg,kasi keluar sekin sg,kasi keluar sekin sg,kasi keluar sekin,"['kasi', 'keluar', 'sekin']","[('kasi',), ('keluar',), ('sekin',)]","[('kasi', 'keluar'), ('keluar', 'sekin')]","[('kasi', 'keluar', 'sekin')]","[('kasi', 'keluar'), ('keluar', 'sekin')]",kasi keluar sekin
Warteg Malam,5,2025-10-04 09:46:50,asik banget Wak aku aj sampe ketagihan 👑game 1,asik banget wak aku aj sampe ketagihan 👑game 1,asik banget wak aku aj sampe ketagihan game,"['asik', 'banget', 'wak', 'aku', 'aj', 'sampe', 'ketagihan', 'game']","['asik', 'banget', 'wak', 'aku', 'aj', 'sampe', 'ketagihan', 'game']","['asik', 'banget', 'wak', 'aku', 'aj', 'sampe', 'tagih', 'game']",asik banget wak aku aj sampe tagih game,asik sangat wak saya saja sampe tagih permainan,asik sangat wak saya saja sampe tagih permainan,asik sangat wak saya saja sampe tagih permainan,"['asik', 'sangat', 'wak', 'saya', 'saja', 'sampe', 'tagih', 'permainan']","[('asik',), ('sangat',), ('wak',), ('saya',), ('saja',), ('sampe',), ('tagih',), ('permainan',)]","[('asik', 'sangat'), ('sangat', 'wak'), ('wak', 'saya'), ('saya', 'saja'), ('saja', 'sampe'), ('sampe', 'tagih'), ('tagih', 'permainan')]","[('asik', 'sangat', 'wak'), ('sangat', 'wak', 'saya'), ('wak', 'saya', 'saja'), ('saya', 'saja', 'sampe'), ('saja', 'sampe', 'tagih'), ('sampe', 'tagih', 'permainan')]","[('asik', 'sangat'), ('sangat', 'wak'), ('wak', 'saya'), ('saya', 'saja'), ('saja', 'sampe'), ('sampe', 'tagih'), ('tagih', 'permainan')]",asik sangat wak saya saja sampe tagih permainan
Rasid Ilyas Acid,1,2025-10-04 09:46:38,jangan Ben bang Budi,jangan ben bang budi,jangan ben bang budi,"['jangan', 'ben', 'bang', 'budi']","['jangan', 'ben', 'bang', 'budi']","['jangan', 'ben', 'bang', 'budi']",jangan ben bang budi,jangan ben bang budi,jangan ben bang budi,jangan ben bang budi,"['jangan', 'ben', 'bang', 'budi']","[('jangan',), ('ben',), ('bang',), ('budi',)]","[('jangan', 'ben'), ('ben', 'bang'), ('bang', 'budi')]","[('jangan', 'ben', 'bang'), ('ben', 'bang', 'budi')]","[('jangan', 'ben'), ('ben', 'bang'), ('bang', 'budi')]",jangan ben bang budi
Ikhwal Bachtiar,4,2025-10-04 09:44:23,"apalahhh, tolong pihak Garena, kenapa ya akun gw kena sistem bl, padahal gw jarang main br/cs kok masih kena sistem bl, tolong dibenerin lagi yaa, soalnya yang kena sistem bl bukan aku doang tapi semuanya yang kena, tolong dibenerin ya Garena sistem bl nya, kasian itu player player ff gabisa ngepus br/cs, terima kasihh🙏🙏","apalahhh, tolong pihak garena, kenapa ya akun gw kena sistem bl, padahal gw jarang main br/cs kok masih kena sistem bl, tolong dibenerin lagi yaa, soalnya yang kena sistem bl bukan aku doang tapi semuanya yang kena, tolong dibenerin ya garena sistem bl nya, kasian itu player player ff gabisa ngepus br/cs, terima kasihh🙏🙏",apalahhh tolong pihak garena kenapa ya akun gw kena sistem bl padahal gw jarang main brcs kok masih kena sistem bl tolong dibenerin lagi yaa soalnya yang kena sistem bl bukan aku doang tapi semuanya yang kena tolong dibenerin ya garena sistem bl nya kasian itu player player ff gabisa ngepus brcs terima kasihh,"['apalahhh', 'tolong', 'pihak', 'garena', 'kenapa', 'ya', 'akun', 'gw', 'kena', 'sistem', 'bl', 'padahal', 'gw', 'jarang', 'main', 'brcs', 'kok', 'masih', 'kena', 'sistem', 'bl', 'tolong', 'dibenerin', 'lagi', 'yaa', 'soalnya', 'yang', 'kena', 'sistem', 'bl', 'bukan', 'aku', 'doang', 'tapi', 'semuanya', 'yang', 'kena', 'tolong', 'dibenerin', 'ya', 'garena', 'sistem', 'bl', 'nya', 'kasian', 'itu', 'player', 'player', 'ff', 'gabisa', 'ngepus', 'brcs', 'terima', 'kasihh']","['apalahhh', 'pihak', 'garena', 'akun', 'gw', 'kena', 'sistem', 'bl', 'padahal', 'gw', 'jarang', 'main', 'brcs', 'kok', 'kena', 'sistem', 'bl', 'dibenerin', 'yaa', 'soalnya', 'kena', 'sistem', 'bl', 'bukan', 'aku', 'doang', 'semuanya', 'kena', 'dibenerin', 'garena', 'sistem', 'bl', 'nya', 'kasian', 'player', 'player', 'ff', 'gabisa', 'ngepus', 'brcs', 'terima', 'kasihh']","['apalahhh', 'pihak', 'garena', 'akun', 'gw', 'kena', 'sistem', 'bl', 'padahal', 'gw', 'jarang', 'main', 'brcs', 'kok', 'kena', 'sistem', 'bl', 'dibenerin', 'yaa', 'soal', 'kena', 'sistem', 'bl', 'bukan', 'aku', 'doang', 'semua', 'kena', 'dibenerin', 'garena', 'sistem', 'bl', 'nya', 'kasi', 'player', 'player', 'ff', 'gabisa', 'ngepus', 'brcs', 'terima', 'kasihh']",apalahhh pihak garena akun gw kena sistem bl padahal gw jarang main brcs kok kena sistem bl dibenerin yaa soal kena sistem bl bukan aku doang semua kena dibenerin garena sistem bl nya kasi player player ff gabisa ngepus brcs terima kasihh,apalah pihak garena akun saya kena sistem bl padahal saya jarang main brcs kok kena sistem bl dibenerin ya soal kena sistem bl bukan saya doang semua kena dibenerin garena sistem bl nya kasi player player freefire tidak bisa ngepus brcs terima kasihh,apalah pihak garena akun saya kena sistem bl padahal jarang main brcs kok dibenerin ya soal bukan doang semua nya kasi player freefire tidak bisa ngepus terima kasihh,apalah pihak garena akun saya kena sistem padahal jarang main brcs kok dibenerin soal bukan doang semua nya kasi player freefire tidak bisa ngepus terima kasihh,"['apalah', 'pihak', 'garena', 'akun', 'saya', 'kena', 'sistem', 'padahal', 'jarang', 'main', 'brcs', 'kok', 'dibenerin', 'soal', 'bukan', 'doang', 'semua', 'nya', 'kasi', 'player', 'freefire', 'tidak', 'bisa', 'ngepus', 'terima', 'kasihh']","[('apalah',), ('pihak',), ('garena',), ('akun',), ('saya',), ('kena',), ('sistem',), ('padahal',), ('jarang',), ('main',), ('brcs',), ('kok',), ('dibenerin',), ('soal',), ('bukan',), ('doang',), ('semua',), ('nya',), ('kasi',), ('player',), ('freefire',), ('tidak',), ('bisa',), ('ngepus',), ('terima',), ('kasihh',)]","[('apalah', 'pihak'), ('pihak', 'garena'), ('garena', 'akun'), ('akun', 'saya'), ('saya', 'kena'), ('kena', 'sistem'), ('sistem', 'padahal'), ('padahal', 'jarang'), ('jarang', 'main'), ('main', 'brcs'), ('brcs', 'kok'), ('kok', 'dibenerin'), ('dibenerin', 'soal'), ('soal', 'bukan'), ('bukan', 'doang'), ('doang', 'semua'), ('semua', 'nya'), ('nya', 'kasi'), ('kasi', 'player'), ('player', 'freefire'), ('freefire', 'tidak'), ('tidak', 'bisa'), ('bisa', 'ngepus'), ('ngepus', 'terima'), ('terima', 'kasihh')]","[('apalah', 'pihak', 'garena'), ('pihak', 'garena', 'akun'), ('garena', 'akun', 'saya'), ('akun', 'saya', 'kena'), ('saya', 'kena', 'sistem'), ('kena', 'sistem', 'padahal'), ('sistem', 'padahal', 'jarang'), ('padahal', 'jarang', 'main'), ('jarang', 'main', 'brcs'), ('main', 'brcs', 'kok'), ('brcs', 'kok', 'dibenerin'), ('kok', 'dibenerin', 'soal'), ('dibenerin', 'soal', 'bukan'), ('soal', 'bukan', 'doang'), ('bukan', 'doang', 'semua'), ('doang', 'semua', 'nya'), ('semua', 'nya', 'kasi'), ('nya', 'kasi', 'player'), ('kasi', 'player', 'freefire'), ('player', 'freefire', 'tidak'), ('freefire', 'tidak', 'bisa'), ('tidak', 'bisa', 'ngepus'), ('bisa', 'ngepus', 'terima'), ('ngepus', 'terima', 'kasihh')]","[('apalah', 'pihak'), ('pihak', 'garena'), ('garena', 'akun'), ('akun', 'saya'), ('saya', 'kena'), ('kena', 'sistem'), ('sistem', 'padahal'), ('padahal', 'jarang'), ('jarang', 'main'), ('main', 'brcs'), ('dibenerin', 'soal'), ('soal', 'bukan'), ('bukan', 'doang'), ('doang', 'semua'), ('kasi', 'player'), ('player', 'freefire'), ('freefire', 'tidak'), ('tidak', 'bisa'), ('bisa', 'ngepus'), ('ngepus', 'terima'), ('terima', 'kasihh')]",apalah pihak garena akun saya kena sistem padahal jarang main brcs dibenerin soal bukan doang semua kasi player freefire tidak bisa ngepus terima kasihh
Sahrul Kizzy,1,2025-10-04 09:43:48,kecewa sangat akun gak aneh aneh gak ngechit bisa bisa nya di bl udah buat laporan masih aja akun nya gak bisa di mainin apa apa,kecewa sangat akun gak aneh aneh gak ngechit bisa bisa nya di bl udah buat laporan masih aja akun nya gak bisa di mainin apa apa,kecewa sangat akun gak aneh aneh gak ngechit bisa bisa nya di bl udah buat laporan masih aja akun nya gak bisa di mainin apa apa,"['kecewa', 'sangat', 'akun', 'gak', 'aneh', 'aneh', 'gak', 'ngechit', 'bisa', 'bisa', 'nya', 'di', 'bl', 'udah', 'buat', 'laporan', 'masih', 'aja', 'akun', 'nya', 'gak', 'bisa', 'di', 'mainin', 'apa', 'apa']","['kecewa', 'sangat', 'akun', 'gak', 'aneh', 'aneh', 'gak', 'ngechit', 'nya', 'bl', 'udah', 'buat', 'laporan', 'aja', 'akun', 'nya', 'gak', 'mainin', 'apa', 'apa']","['kecewa', 'sangat', 'akun', 'gak', 'aneh', 'aneh', 'gak', 'ngechit', 'nya', 'bl', 'udah', 'buat', 'lapor', 'aja', 'akun', 'nya', 'gak', 'mainin', 'apa', 'apa']",kecewa sangat akun gak aneh aneh gak ngechit nya bl udah buat lapor aja akun nya gak mainin apa apa,kecewa sangat akun tidak aneh aneh tidak ngechit nya bl sudah buat lapor saja akun nya tidak mainin apa apa,kecewa sangat akun tidak aneh ngechit nya bl sudah buat lapor saja mainin apa,kecewa sangat akun tidak aneh ngechit nya sudah buat lapor saja mainin apa,"['kecewa', 'sangat', 'akun', 'tidak', 'aneh', 'ngechit', 'nya', 'sudah', 'buat', 'lapor', 'saja', 'mainin', 'apa']","[('kecewa',), ('sangat',), ('akun',), ('tidak',), ('aneh',), ('ngechit',), ('nya',), ('sudah',), ('buat',), ('lapor',), ('saja',), ('mainin',), ('apa',)]","[('kecewa', 'sangat'), ('sangat', 'akun'), ('akun', 'tidak'), ('tidak', 'aneh'), ('aneh', 'ngechit'), ('ngechit', 'nya'), ('nya', 'sudah'), ('sudah', 'buat'), ('buat', 'lapor'), ('lapor', 'saja'), ('saja', 'mainin'), ('mainin', 'apa')]","[('kecewa', 'sangat', 'akun'), ('sangat', 'akun', 'tidak'), ('akun', 'tidak', 'aneh'), ('tidak', 'aneh', 'ngechit'), ('aneh', 'ngechit', 'nya'), ('ngechit', 'nya', 'sudah'), ('nya', 'sudah', 'buat'), ('sudah', 'buat', 'lapor'), ('buat', 'lapor', 'saja'), ('lapor', 'saja', 'mainin'), ('saja', 'mainin', 'apa')]","[('kecewa', 'sangat'), ('sangat', 'akun'), ('akun', 'tidak'), ('tidak', 'aneh'), ('aneh', 'ngechit'), ('sudah', 'buat'), ('buat', 'lapor'), ('lapor', 'saja'), ('saja', 'mainin'), ('mainin', 'apa')]",kecewa sangat akun tidak aneh ngechit sudah buat lapor saja mainin apa
Jaya Bersama,5,2025-10-04 09:39:20,sangat bagus,sangat bagus,sangat bagus,"['sangat', 'bagus']","['sangat', 'bagus']","['sangat', 'bagus']",sangat bagus,sangat bagus,sangat bagus,sangat bagus,"['sangat', 'bagus']","[('sangat',), ('bagus',)]","[('sangat', 'bagus')]",[],"[('sangat', 'bagus')]",sangat bagus
Melvin MRifai,5,2025-10-04 09:32:11,saya sangat terhibur,saya sangat terhibur,saya sangat terhibur,"['saya', 'sangat', 'terhibur']","['sangat', 'terhibur']","['sangat', 'hibur']",sangat hibur,sangat hibur,sangat hibur,sangat hibur,"['sangat', 'hibur']","[('sangat',), ('hibur',)]","[('sangat', 'hibur')]",[],"[('sangat', 'hibur')]",sangat hibur
Isa Ajja,2,2025-10-04 09:26:46,we need old peak,we need old peak,we need old peak,"['we', 'need', 'old', 'peak']","['we', 'need', 'old', 'peak']","['we', 'need', 'old', 'peak']",we need old peak,we need old peak,we need old peak,need old peak,"['need', 'old', 'peak']","[('need',), ('old',), ('peak',)]","[('need', 'old'), ('old', 'peak')]","[('need', 'old', 'peak')]","[('need', 'old'), ('old', 'peak')]",need old peak
aku fathir,2,2025-10-04 09:22:43,bikin cape dan naik turun rank,bikin cape dan naik turun rank,bikin cape dan naik turun rank,"['bikin', 'cape', 'dan', 'naik', 'turun', 'rank']","['bikin', 'cape', 'naik', 'turun', 'rank']","['bikin', 'cape', 'naik', 'turun', 'rank']",bikin cape naik turun rank,bikin lelah naik turun rank,bikin lelah naik turun rank,bikin lelah naik turun rank,"['bikin', 'lelah', 'naik', 'turun', 'rank']","[('bikin',), ('lelah',), ('naik',), ('turun',), ('rank',)]","[('bikin', 'lelah'), ('lelah', 'naik'), ('naik', 'turun'), ('turun', 'rank')]","[('bikin', 'lelah', 'naik'), ('lelah', 'naik', 'turun'), ('naik', 'turun', 'rank')]","[('bikin', 'lelah'), ('lelah', 'naik'), ('naik', 'turun'), ('turun', 'rank')]",bikin lelah naik turun rank
Dea andini Aulia,1,2025-10-04 09:22:01,masah sih naro goloal musuh bosa tembus dah gitu tunggu 6detik baru ketaruh,masah sih naro goloal musuh bosa tembus dah gitu tunggu 6detik baru ketaruh,masah sih naro goloal musuh bosa tembus dah gitu tunggu detik baru ketaruh,"['masah', 'sih', 'naro', 'goloal', 'musuh', 'bosa', 'tembus', 'dah', 'gitu', 'tunggu', 'detik', 'baru', 'ketaruh']","['masah', 'sih', 'naro', 'goloal', 'musuh', 'bosa', 'tembus', 'dah', 'gitu', 'tunggu', 'detik', 'baru', 'ketaruh']","['masah', 'sih', 'naro', 'goloal', 'musuh', 'bosa', 'tembus', 'dah', 'gitu', 'tunggu', 'detik', 'baru', 'taruh']",masah sih naro goloal musuh bosa tembus dah gitu tunggu detik baru taruh,masah sih naro goloal musuh bosa tembus sudah gitu tunggu detik baru taruh,masah sih naro goloal musuh bosa tembus sudah gitu tunggu detik baru taruh,masah sih naro goloal musuh bosa tembus sudah gitu tunggu detik baru taruh,"['masah', 'sih', 'naro', 'goloal', 'musuh', 'bosa', 'tembus', 'sudah', 'gitu', 'tunggu', 'detik', 'baru', 'taruh']","[('masah',), ('sih',), ('naro',), ('goloal',), ('musuh',), ('bosa',), ('tembus',), ('sudah',), ('gitu',), ('tunggu',), ('detik',), ('baru',), ('taruh',)]","[('masah', 'sih'), ('sih', 'naro'), ('naro', 'goloal'), ('goloal', 'musuh'), ('musuh', 'bosa'), ('bosa', 'tembus'), ('tembus', 'sudah'), ('sudah', 'gitu'), ('gitu', 'tunggu'), ('tunggu', 'detik'), ('detik', 'baru'), ('baru', 'taruh')]","[('masah', 'sih', 'naro'), ('sih', 'naro', 'goloal'), ('naro', 'goloal', 'musuh'), ('goloal', 'musuh', 'bosa'), ('musuh', 'bosa', 'tembus'), ('bosa', 'tembus', 'sudah'), ('tembus', 'sudah', 'gitu'), ('sudah', 'gitu', 'tunggu'), ('gitu', 'tunggu', 'detik'), ('tunggu', 'detik', 'baru'), ('detik', 'baru', 'taruh')]","[('naro', 'goloal'), ('goloal', 'musuh'), ('musuh', 'bosa'), ('bosa', 'tembus'), ('tembus', 'sudah'), ('sudah', 'gitu'), ('gitu', 'tunggu'), ('tunggu', 'detik'), ('detik', 'baru'), ('baru', 'taruh')]",masah naro goloal musuh bosa tembus sudah gitu tunggu detik baru taruh
