userName,score,at,content,content_casefold
randi nasution,5,2025-10-04 03:42:15,mantap,mantap
Rocky Jazzon,5,2025-10-04 03:41:57,game ini bagus dan grapik juga oke tapi kurang pintu saja dan banyak bug yang meresahkan,game ini bagus dan grapik juga oke tapi kurang pintu saja dan banyak bug yang meresahkan
Sukowono Rorr,3,2025-10-04 03:41:55,epep shibal,epep shibal
Rafi Amrullah,5,2025-10-04 03:41:05,sangat seru,sangat seru
Vivo Sampit,5,2025-10-04 03:31:46,keren,keren
Guntur.sitanggang Sitanggang,5,2025-10-04 03:30:09,seru bangettt HARUS BGT DOWNLOAD SIHH KATAKU,seru bangettt harus bgt download sihh kataku
Mohamad Lutfi,5,2025-10-04 03:25:06,wapik rekk (baguss rekk),wapik rekk (baguss rekk)
DG RAUNTZENT,5,2025-10-04 03:22:53,bagus tapi balikin akun saya yg ilang,bagus tapi balikin akun saya yg ilang
ammar hisyam,1,2025-10-04 03:22:16,bagus tapi lumayan ngelek dan bikin kesel,bagus tapi lumayan ngelek dan bikin kesel
Abizar Algibran,5,2025-10-04 03:18:11,game nya bagus tambah kan event,game nya bagus tambah kan event
Satria Gusti Nugraha,5,2025-10-04 03:18:07,bgus bget . btw bole kali dm,bgus bget . btw bole kali dm
Jawa Jawa,5,2025-10-04 03:12:47,Game free fire ini sangat bagus walaupun grafiknya nggak bagus banget agak buri aku masih setia main game free Fire,game free fire ini sangat bagus walaupun grafiknya nggak bagus banget agak buri aku masih setia main game free fire
Rifal Ibrahim,5,2025-10-04 03:10:57,kasilah hoki dikit,kasilah hoki dikit
Galang Ramadhan,1,2025-10-04 03:07:54,game nya makin gk seru gk kayak dulu,game nya makin gk seru gk kayak dulu
Raka Rian,5,2025-10-04 03:04:13,tolong ya Garena Dm 9ratus lebih loh spin satu bandel aja ngak dapet sumpah dah plis Garena kasi aku hoki sedikit aja aku suka main free fire ini game nya bagus aku kasi 5 bintang keren 😎,tolong ya garena dm 9ratus lebih loh spin satu bandel aja ngak dapet sumpah dah plis garena kasi aku hoki sedikit aja aku suka main free fire ini game nya bagus aku kasi 5 bintang keren 😎
EP EP Burik,1,2025-10-04 03:01:24,well well well,well well well
Ali Yaman,5,2025-10-04 03:00:27,ini sangat menyenangkan karena bisa main bersama teman-teman atau pun sodara,ini sangat menyenangkan karena bisa main bersama teman-teman atau pun sodara
BANG A RIZAL,3,2025-10-04 02:53:30,"semogaa ff di perbaiki kek ff sebelumnya,, sinyal yng pertama' sering kluar sendiri juga,, tolong kerja sama nya kalo mau banyak pengikut lagi ga kek sekarang banyakk yng pensi","semogaa ff di perbaiki kek ff sebelumnya,, sinyal yng pertama' sering kluar sendiri juga,, tolong kerja sama nya kalo mau banyak pengikut lagi ga kek sekarang banyakk yng pensi"
Amir Silaen,5,2025-10-04 02:50:30,game paling keren sedunia,game paling keren sedunia
BaBaH Nova,1,2025-10-04 02:50:26,kecewa gua sama ini game,kecewa gua sama ini game
Rama Dhan,1,2025-10-04 02:46:50,GAME TIDAK SERU TANPA PANUTAN,game tidak seru tanpa panutan
Eni,5,2025-10-04 02:45:04,suka bangett sama game nyaa🥰😜,suka bangett sama game nyaa🥰😜
Galang Bagus Pratama,1,2025-10-04 02:41:52,"padahal lagi seru serunya malah akun gua kena hack orang dan sekarang bang Budi01 gaming pensi dari ff tambah gak semangat lagi gua, gua juga bakal pensi dari ff gara gara akun gua kena hack sama bang Budi01 gaming pensi gua bakal ikut pensi ,jika bang Budi01 gaming pensi gua bakal ikut pensi karena bang Budi01 gaming panutan gua dari awal main dan gua kecewa sama Garena","padahal lagi seru serunya malah akun gua kena hack orang dan sekarang bang budi01 gaming pensi dari ff tambah gak semangat lagi gua, gua juga bakal pensi dari ff gara gara akun gua kena hack sama bang budi01 gaming pensi gua bakal ikut pensi ,jika bang budi01 gaming pensi gua bakal ikut pensi karena bang budi01 gaming panutan gua dari awal main dan gua kecewa sama garena"
Bulan Bintang23,5,2025-10-04 02:38:35,lagi maen jangan ganggu,lagi maen jangan ganggu
Not Nit,4,2025-10-04 02:37:08,matmahith nya terlalu lama,matmahith nya terlalu lama
Marmin Marmin,5,2025-10-04 02:35:10,bagus banget,bagus banget
Ismail marzuki Marzuki,5,2025-10-04 02:31:57,Muhammad Hzchddh. Fggafiz Hafiz,muhammad hzchddh. fggafiz hafiz
Sanda Syaputra,5,2025-10-04 02:24:13,Kasih spesial aidrop 3k,kasih spesial aidrop 3k
Mariana Ana,5,2025-10-04 02:23:21,Ff terbaik,ff terbaik
Fitri Yuniarti,5,2025-10-04 02:23:05,bagus,bagus
Supriatna Nana,5,2025-10-04 02:11:01,game nya bagus tapi tolong hilang kan bug bug,game nya bagus tapi tolong hilang kan bug bug
Meizi Josep,2,2025-10-04 02:09:48,kenapa akun ku diban padahal aman aman saja dan semoga cepet dead game dan garena suka ban ban akun kita semoga free fire dihapus,kenapa akun ku diban padahal aman aman saja dan semoga cepet dead game dan garena suka ban ban akun kita semoga free fire dihapus
Nur Fadilah,5,2025-10-04 02:09:03,keren,keren
Chris & Charles,5,2025-10-04 02:05:03,asik gamenya,asik gamenya
Fati Sabilillah,2,2025-10-04 01:57:58,buat pihak Garena game nya sudah bagus tapi klo ngasih tim yang setara lah saya main cs tim saya isi nya pada sengaja kalah dan tim suka memancing emosi. lama kelamaan saya jadi males main ini game. tolong lah di perbaiki sistem nya demi kenyamanan pemain,buat pihak garena game nya sudah bagus tapi klo ngasih tim yang setara lah saya main cs tim saya isi nya pada sengaja kalah dan tim suka memancing emosi. lama kelamaan saya jadi males main ini game. tolong lah di perbaiki sistem nya demi kenyamanan pemain
mulyasari eni,5,2025-10-04 01:56:50,game sangat menarik dan seru tapi masih ada ngeleg ny,game sangat menarik dan seru tapi masih ada ngeleg ny
Happe Opppo,5,2025-10-04 01:50:15,"sangat bagus tapi sayah tidak ada salah apapun atau citer sayah tidak pake sayah secara tiba"" kena BL tolong perbaik","sangat bagus tapi sayah tidak ada salah apapun atau citer sayah tidak pake sayah secara tiba"" kena bl tolong perbaik"
Yan11 aja,5,2025-10-04 01:46:27,"mantap bangettt , minta dm dong min","mantap bangettt , minta dm dong min"
Pengguna Google,4,2025-10-04 01:44:42,yang ini lumayan bagus tapi game ini menurutku cukup bagus tapi kenapa saya sudah top up diamond dan sudah mempunyai banyak skin terus tiba-tiba diamond saya hilang dan duit-duit saya semuanya ilang ganti rugi nggak lu free fire,yang ini lumayan bagus tapi game ini menurutku cukup bagus tapi kenapa saya sudah top up diamond dan sudah mempunyai banyak skin terus tiba-tiba diamond saya hilang dan duit-duit saya semuanya ilang ganti rugi nggak lu free fire
Gusti Dwi andika,5,2025-10-04 01:43:21,seneng dari lahir,seneng dari lahir
NatanFF NatanFF,1,2025-10-04 01:41:25,"burik, adminya baperan, orang nyari rezeki di game lain gaboleh 😂","burik, adminya baperan, orang nyari rezeki di game lain gaboleh 😂"
suka main ff ff,1,2025-10-04 01:39:24,gak tau diri,gak tau diri
Ilham,5,2025-10-04 01:37:42,bisa jadi hiburane,bisa jadi hiburane
Safan Safan,5,2025-10-04 01:34:41,gem nya sangat bagus,gem nya sangat bagus
Kristiandi,5,2025-10-04 01:17:30,game ini sangat membuat saya senang 😊 Terima kasih,game ini sangat membuat saya senang 😊 terima kasih
Faizal,5,2025-10-04 01:10:58,sangat bagus,sangat bagus
Giankenzie Benedict,5,2025-10-04 01:08:08,bagi DM garena,bagi dm garena
ARDIANSYAH PUTRA,5,2025-10-04 01:06:41,kagagshshss,kagagshshss
Mahernusapra Mahern,5,2025-10-04 00:59:16,ff baik,ff baik
Erni Susanti,1,2025-10-04 00:57:08,Akun Gw Ga Ngecit Ke suspend Permanen,akun gw ga ngecit ke suspend permanen
RISKI pratama,1,2025-10-04 00:38:32,"burik 8bit , admin nya banci , ngambekan","burik 8bit , admin nya banci , ngambekan"
Denan Aryawangsa,1,2025-10-04 00:33:09,AWM tolong di benerin ngebuk apa gimana sih 5 kali lo nembak gak mati mati kalok update lagi tolong,awm tolong di benerin ngebuk apa gimana sih 5 kali lo nembak gak mati mati kalok update lagi tolong
Dlx Ham,5,2025-10-04 00:32:26,saya berterima kasi,saya berterima kasi
Dito Bnje,5,2025-10-04 00:32:25,😍☝️,😍☝️
Alisa,1,2025-10-04 00:31:07,padahal saya tidak melakukan hal apa pun di ff tapi kenapa bisa di blacklist sama Garena tolong untuk lain kali di benerin dong,padahal saya tidak melakukan hal apa pun di ff tapi kenapa bisa di blacklist sama garena tolong untuk lain kali di benerin dong
Bhiba,4,2025-10-04 00:30:01,game ini sangat seru,game ini sangat seru
Muhammad Baqir,5,2025-10-04 00:29:43,seru,seru
Azka alvindra,3,2025-10-04 00:29:27,game nya seru bagus tapi bikin emosi padahal sinyal lancar dan tiba-tiba sinyal lag,game nya seru bagus tapi bikin emosi padahal sinyal lancar dan tiba-tiba sinyal lag
Kristina Wini,5,2025-10-04 00:20:09,prime ff 2019💀💀,prime ff 2019💀💀
beQueen beQueen,5,2025-10-04 00:08:43,saya sangat suka bermain,saya sangat suka bermain
Cahh Ganteng,1,2025-10-04 00:04:21,Gem jelek kagak ada GyroScope nya👎,gem jelek kagak ada gyroscope nya👎
Bryan Bryan,5,2025-10-04 00:03:02,Udh bgus Tapi Balikinnn Akunnya Bg budi sekaranggg!!!!,udh bgus tapi balikinnn akunnya bg budi sekaranggg!!!!
TTUIO YYUIO,5,2025-10-04 00:02:07,GAME nya sangat cocok untuk ketika kita bosan game ini beneran ga bosan aku beri bintang 5,game nya sangat cocok untuk ketika kita bosan game ini beneran ga bosan aku beri bintang 5
Keyvin Nduru,5,2025-10-04 00:00:16,FF sangat seru.,ff sangat seru.
Afanur wisnu Raytama,5,2025-10-03 23:58:57,gem ini sangat seru aku sangat suka apa lagi sama Iven Nya sangat bagus aku sangat suka 😁😁,gem ini sangat seru aku sangat suka apa lagi sama iven nya sangat bagus aku sangat suka 😁😁
Muhammad Ra'uf,4,2025-10-03 23:48:39,aku kasih bintang 4 karena padahal aku gak ngelek sudah pecah kepalanya . yg itu jadi aku kasi bintang 4,aku kasih bintang 4 karena padahal aku gak ngelek sudah pecah kepalanya . yg itu jadi aku kasi bintang 4
Aqeela Wolayan,5,2025-10-03 23:47:27,sangat seruh,sangat seruh
Hasta Khoirul Huda,2,2025-10-03 23:46:31,"tolong pihak Garena yang terhormat saat saya mau ngunbind akun kok gk bisa padahal email nya udah bener malah email salah, tolong perbaiki game nya aku bingung cara ngatasinnya","tolong pihak garena yang terhormat saat saya mau ngunbind akun kok gk bisa padahal email nya udah bener malah email salah, tolong perbaiki game nya aku bingung cara ngatasinnya"
Rifqi Raditia,5,2025-10-03 23:43:15,bagi bagi sg dua juta dong please,bagi bagi sg dua juta dong please
Op kembar Simamora,5,2025-10-03 23:39:26,seru,seru
Zaky,1,2025-10-03 23:37:39,game burik,game burik
KENAL Dimas,1,2025-10-03 23:36:00,celek,celek
Darwin Winz,5,2025-10-03 23:34:18,bagus dan seru juga,bagus dan seru juga
siti ainah,1,2025-10-03 23:33:19,"Game nya emang bagus, seru tapi gw kasih bintang satu karena bg Budi kena BL","game nya emang bagus, seru tapi gw kasih bintang satu karena bg budi kena bl"
Epan Ferdinand,5,2025-10-03 23:26:19,ff sangat penting untuk manusia,ff sangat penting untuk manusia
Rayyan Ray,5,2025-10-03 23:23:02,Karena saya suka FREE FIRE dan bisa juga pepeng,karena saya suka free fire dan bisa juga pepeng
Maulana Yusup,1,2025-10-03 23:08:18,aku kecewa sama ff yang sekarang makin kesini makin berat ff nyaa😔dann performaa akuu hilangg semuaa kenapaa sih garenaa haruss beratt benerinn lagii tolongg akuu mohonn,aku kecewa sama ff yang sekarang makin kesini makin berat ff nyaa😔dann performaa akuu hilangg semuaa kenapaa sih garenaa haruss beratt benerinn lagii tolongg akuu mohonn
Alvaro Putra pratama,1,2025-10-03 23:03:29,GK bisa didownload,gk bisa didownload
Cipur Gitur,5,2025-10-03 22:58:27,game ini sangat seru di main kan dan pantas untuk dapat 5 bintang,game ini sangat seru di main kan dan pantas untuk dapat 5 bintang
Riris Riris,5,2025-10-03 22:57:23,ya jarang sih main tapi setelah main malah ke tagihan,ya jarang sih main tapi setelah main malah ke tagihan
Botak Boxx,1,2025-10-03 22:37:01,we need old peak,we need old peak
beex52,1,2025-10-03 22:23:15,game tolol,game tolol
rowr nyoon,1,2025-10-03 22:19:48,"game rusak cape cape main rank hadiah kick off udah di claim ga masuk armory, udah lapor ke garena indo tetep ga di gubris udah kikir rusak pula kecewa berat","game rusak cape cape main rank hadiah kick off udah di claim ga masuk armory, udah lapor ke garena indo tetep ga di gubris udah kikir rusak pula kecewa berat"
eldyrga kapitang,5,2025-10-03 21:46:41,seru sekali,seru sekali
Leonardo giofani soyo,1,2025-10-03 21:37:47,mending hapus aja ganenya,mending hapus aja ganenya
Harun Residul,5,2025-10-03 21:26:04,saya jago,saya jago
Aska Aljabar,1,2025-10-03 21:06:16,"panuta gw pensi gara"" lu orang juga butuh uang tolol","panuta gw pensi gara"" lu orang juga butuh uang tolol"
Rayan Ganteng,5,2025-10-03 20:21:26,kasih diamond,kasih diamond
Yubellina Putui,5,2025-10-03 18:30:48,terbaikk,terbaikk
Jernih Buulolo,5,2025-10-03 18:15:51,saya sangat puas,saya sangat puas
Emi Emi,5,2025-10-03 18:14:56,ok,ok
Ujang saghara,5,2025-10-03 18:10:19,seru cuy wajib download,seru cuy wajib download
Madi Mhd,5,2025-10-03 17:54:11,saya cinta free firee,saya cinta free firee
Marlia lia,5,2025-10-03 17:39:16,game nya seru banget,game nya seru banget
Tomi Kurniawan,1,2025-10-03 17:30:49,balikin akun gw udh banyak gw top up balikin akunn gwww,balikin akun gw udh banyak gw top up balikin akunn gwww
Rizky Mubarak,5,2025-10-03 17:23:55,tanpa basa basi keren dan madep lahh ff max,tanpa basa basi keren dan madep lahh ff max
hikdal upsia,5,2025-10-03 17:15:49,saya senang bermain game ini,saya senang bermain game ini
Angga Angga,2,2025-10-03 17:00:04,"tolong Garena kalau jaringan leg kredit score jangan di kurangi,kalo perlu tambahanin fitur pendeteksi jaringan leg sama afk di sengaja","tolong garena kalau jaringan leg kredit score jangan di kurangi,kalo perlu tambahanin fitur pendeteksi jaringan leg sama afk di sengaja"
Niko Demus,5,2025-10-03 16:45:55,jangan BL akun gw,jangan bl akun gw
Nur Padilah,5,2025-10-03 16:42:58,Seru,seru
dendi efendi,5,2025-10-03 16:37:46,semua akan indah pada waktunya,semua akan indah pada waktunya
Muhammad Nizam,1,2025-10-03 16:18:16,gw kena blacklist padahal gw ga make file/rege/mabar ama citer juga ga pernah. emng garena tolol knp ga sekalian di bend,gw kena blacklist padahal gw ga make file/rege/mabar ama citer juga ga pernah. emng garena tolol knp ga sekalian di bend
Luluk Muawanah,5,2025-10-03 16:14:19,oktober -o nya apa ooo ini udh pindah di blood strike awok awok awok,oktober -o nya apa ooo ini udh pindah di blood strike awok awok awok
Kembar Kembar,1,2025-10-03 16:13:15,game burik,game burik
Muhammad Luthfi,4,2025-10-03 16:13:10,seru banget cok bagi SG 2 geratis ge mimin,seru banget cok bagi sg 2 geratis ge mimin
Agas Hawu,5,2025-10-03 16:08:46,sangat bagus,sangat bagus
vintxyy Skarall,1,2025-10-03 16:02:34,game burik banyak bug nya hadeh..,game burik banyak bug nya hadeh..
Baim Putra,5,2025-10-03 15:47:42,minta daimon,minta daimon
Ahmad Juma,5,2025-10-03 15:35:16,hammas,hammas
Kang Cabul,5,2025-10-03 15:31:02,tolong kondisikan bnyk yg teleport,tolong kondisikan bnyk yg teleport
Kiki Kiki,5,2025-10-03 15:30:04,sangat mantap. tapi kalo bisa balikin yg bisa dapat DM yg dlu itu,sangat mantap. tapi kalo bisa balikin yg bisa dapat dm yg dlu itu
Hamzah Gg,1,2025-10-03 15:27:10,umk,umk
Danil Akbar96,1,2025-10-03 15:23:07,gak sesuai seperti kontrol penuhpedahal nggak kontrol penuh aim nggak nempel nembak nggak enak ff 8bin gini lah nggak enak banget saya kira saya aja yang mengalami gangguan sinyal sering patah maen nya gak tau nya yang lain juga sering ngebak juga nembak sering nggak kena pedahal depan mata musuh,gak sesuai seperti kontrol penuhpedahal nggak kontrol penuh aim nggak nempel nembak nggak enak ff 8bin gini lah nggak enak banget saya kira saya aja yang mengalami gangguan sinyal sering patah maen nya gak tau nya yang lain juga sering ngebak juga nembak sering nggak kena pedahal depan mata musuh
fajar istriyatna,1,2025-10-03 15:22:32,ngelaxs .... kenapa nih min,ngelaxs .... kenapa nih min
Lina Waruwu,1,2025-10-03 15:21:33,makin lama free fire ini makin susah jaringa tolong lah garena diperbaiki,makin lama free fire ini makin susah jaringa tolong lah garena diperbaiki
Rizal Muke,1,2025-10-03 15:15:54,panutan ku gak bisa main ff lagi,panutan ku gak bisa main ff lagi
Shuraa21,5,2025-10-03 15:14:21,burik,burik
akun Ml,5,2025-10-03 15:03:41,sudah makin berkembang,sudah makin berkembang
Arya Sakti,5,2025-10-03 15:03:19,gak ada ulasan,gak ada ulasan
Abib Biba,1,2025-10-03 15:00:49,gem ini udah rusak banget . ak main siyal 50 luting aja susah gem burik rusak,gem ini udah rusak banget . ak main siyal 50 luting aja susah gem burik rusak
e,2,2025-10-03 14:59:45,"min ini ko gabisa masuk gamenya si, gatel ini tangan pen maen","min ini ko gabisa masuk gamenya si, gatel ini tangan pen maen"
Reza Reza aditiya,4,2025-10-03 14:59:37,geme seru,geme seru
akuniqbal 1818_,3,2025-10-03 14:58:07,Ga bisa di download,ga bisa di download
Persinas Asad,5,2025-10-03 14:49:42,keren,keren
Calief Azka,5,2025-10-03 14:47:48,geme nya bagus bgt seru untuk dibuat main bareng meskipun agak nge leg sedikit tapi tetap bagus gravitasi nya semoga geme ini kedepan nya semakin bagus lagi🙏,geme nya bagus bgt seru untuk dibuat main bareng meskipun agak nge leg sedikit tapi tetap bagus gravitasi nya semoga geme ini kedepan nya semakin bagus lagi🙏
Berto Kadepa,5,2025-10-03 14:44:12,PANIAI BOSY,paniai bosy
Iyainmas Iyainmas,5,2025-10-03 14:40:01,halo Garena kok skin senjata ku kok hilang semua padahal saya gak pakai cheat atau rege dan baju celana semua ilang dan dan SG trompet susah susah dapetin kok juga ilang,halo garena kok skin senjata ku kok hilang semua padahal saya gak pakai cheat atau rege dan baju celana semua ilang dan dan sg trompet susah susah dapetin kok juga ilang
FAJRI AJII2005,4,2025-10-03 14:36:17,lumayan saya suka,lumayan saya suka
aical fros gaming,1,2025-10-03 14:31:45,"game ga layak main kaya t41 game nya bs bs nya org nembak dlu baru gerak, bug nya kaya orang gila benerin lagi game lu garena miskin, bug masih banyak di benerin dlu miskin","game ga layak main kaya t41 game nya bs bs nya org nembak dlu baru gerak, bug nya kaya orang gila benerin lagi game lu garena miskin, bug masih banyak di benerin dlu miskin"
Has Yir,5,2025-10-03 14:29:38,main ya sangat enak debas sekali,main ya sangat enak debas sekali
afifah hanum,5,2025-10-03 14:29:20,Bagus,bagus
nazril pulungan,5,2025-10-03 14:28:49,seru banget dah ni game,seru banget dah ni game
Komik Pik,4,2025-10-03 14:25:03,aku rasa ini game free fire bagus banget tapi masalahnya itu bandel bandel lamanya dikembalikan lagi itulah membuatkan rating 4 bintang saja Aku harap Garena boleh Jangan membuat bandel bandel yang yang lama jangan dikembalikan itulah masalahnya membuatkan free fire dibenci dan tidak mau didownload kuharap Garena bisa mengerti ya,aku rasa ini game free fire bagus banget tapi masalahnya itu bandel bandel lamanya dikembalikan lagi itulah membuatkan rating 4 bintang saja aku harap garena boleh jangan membuat bandel bandel yang yang lama jangan dikembalikan itulah masalahnya membuatkan free fire dibenci dan tidak mau didownload kuharap garena bisa mengerti ya
